interaction_id,engineer_id,timestamp,system,action,alarm_id,duration_ms,correlation_group,notes
NMS-0198,ENG-017,2026-03-04T14:03:38.456Z,ServiceNow,create_ticket,,2800,CG-0048,WAN congestion impacting monitoring visibility
NMS-0199,ENG-001,2026-03-04T15:15:12.789Z,SolarWinds,view_dashboard,,2300,,Afternoon shift transition review
NMS-0200,ENG-001,2026-03-04T15:18:45.012Z,SolarWinds,acknowledge_alarm,ALM-4865,1150,CG-0049,Redundant power feed failure at CO
NMS-0201,ENG-001,2026-03-04T15:20:28.345Z,SolarWinds,view_device_detail,,3600,CG-0049,Checking power feed A/B status at all racks
NMS-0202,ENG-001,2026-03-04T15:24:02.678Z,ServiceNow,create_ticket,,4200,CG-0049,P2 power redundancy loss ticket with dispatch
NMS-0203,ENG-002,2026-03-04T16:30:35.901Z,NetCool,acknowledge_alarm,ALM-4866,1020,CG-0050,Ethernet OAM loopback failure on MEF circuit
NMS-0204,ENG-002,2026-03-04T16:32:18.234Z,Ciena MCP,run_diagnostic,,9800,CG-0050,CFM and Y.1731 testing on affected EVC
NMS-0205,ENG-002,2026-03-04T16:36:55.567Z,ServiceNow,create_ticket,,3800,CG-0050,Enterprise SLA circuit degradation ticket
NMS-0206,ENG-003,2026-03-04T17:45:22.890Z,SolarWinds,acknowledge_alarm,ALM-4867,950,CG-0051,BFD session down on PE-CE link
NMS-0207,ENG-003,2026-03-04T17:47:08.123Z,Cisco Prime,run_diagnostic,,8100,CG-0051,BFD and BGP session status on PE router
NMS-0208,ENG-003,2026-03-04T17:51:42.456Z,ServiceNow,create_ticket,,3200,CG-0051,Customer circuit degradation with BFD data
NMS-0209,ENG-004,2026-03-04T18:58:15.789Z,Splunk,search_logs,,15200,CG-0052,Correlation of syslog anomalies across edges
NMS-0210,ENG-004,2026-03-04T19:03:48.012Z,Fortinet,view_logs,,7800,CG-0052,Checking for coordinated attack pattern
NMS-0211,ENG-004,2026-03-04T19:08:22.345Z,ServiceNow,create_ticket,,5400,CG-0052,Threat assessment ticket with correlation data
NMS-0212,ENG-005,2026-03-04T20:15:55.678Z,SolarWinds,acknowledge_alarm,ALM-4868,1080,CG-0053,PoE budget exceeded on access switch
NMS-0213,ENG-005,2026-03-04T20:17:38.901Z,Cisco Prime,view_device_detail,,3800,CG-0053,Checking PoE allocation vs capacity per port
NMS-0214,ENG-005,2026-03-04T20:21:12.234Z,ServiceNow,create_ticket,,2800,CG-0053,PoE infrastructure upgrade request ticket
NMS-0215,ENG-006,2026-03-05T06:08:42.567Z,SolarWinds,view_dashboard,,2600,,Morning dashboard composite check
NMS-0216,ENG-006,2026-03-05T06:12:18.890Z,MRTG,view_utilization,,4100,CG-0054,Weekday morning utilization trending
NMS-0217,ENG-006,2026-03-05T06:16:55.123Z,SolarWinds,acknowledge_alarm,ALM-4869,1000,CG-0054,WAN link approaching capacity limit
NMS-0218,ENG-006,2026-03-05T06:20:28.456Z,ServiceNow,create_ticket,,3000,CG-0054,Proactive WAN augmentation ticket
NMS-0219,ENG-011,2026-03-05T07:32:05.789Z,SolarWinds,acknowledge_alarm,ALM-4870,1120,CG-0055,EVPN route convergence delay on fabric
NMS-0220,ENG-011,2026-03-05T07:34:38.012Z,Cisco Prime,run_diagnostic,,11400,CG-0055,Show bgp l2vpn evpn and route tables
NMS-0221,ENG-011,2026-03-05T07:39:15.345Z,ServiceNow,create_ticket,,4000,CG-0055,EVPN convergence investigation ticket
NMS-0222,ENG-012,2026-03-05T08:48:42.678Z,NetCool,acknowledge_alarm,ALM-4871,900,CG-0056,Syslog storm from misconfigured device
NMS-0223,ENG-012,2026-03-05T08:50:25.901Z,Splunk,search_logs,,8400,CG-0056,Identifying source and rate of syslog flood
NMS-0224,ENG-012,2026-03-05T08:54:58.234Z,Cisco Prime,update_config,,5200,CG-0056,Rate-limiting syslog on offending device
NMS-0225,ENG-012,2026-03-05T08:58:32.567Z,ServiceNow,create_ticket,,2600,CG-0056,Config remediation ticket for syslog fix
NMS-0226,ENG-013,2026-03-05T10:05:18.890Z,SolarWinds,acknowledge_alarm,ALM-4872,1000,CG-0057,OTN ODU path protection switch
NMS-0227,ENG-013,2026-03-05T10:07:55.123Z,Ciena MCP,view_performance,,6000,CG-0057,Checking working and protect path status
NMS-0228,ENG-013,2026-03-05T10:12:28.456Z,Ciena MCP,run_diagnostic,,12800,CG-0057,Full OTN cross-connect and path validation
NMS-0229,ENG-013,2026-03-05T10:17:05.789Z,ServiceNow,create_ticket,,4400,CG-0057,Ticket for OTN path restoration
NMS-0230,ENG-014,2026-03-05T11:25:38.012Z,SolarWinds,acknowledge_alarm,ALM-4873,1060,CG-0058,SNMP trap - UPS battery test failure
NMS-0231,ENG-014,2026-03-05T11:27:22.345Z,SolarWinds,view_device_detail,,3400,CG-0058,Checking UPS status and battery health
NMS-0232,ENG-014,2026-03-05T11:30:55.678Z,ServiceNow,create_ticket,,3000,CG-0058,UPS battery replacement dispatch ticket
NMS-0233,ENG-016,2026-03-05T12:38:22.901Z,SolarWinds,acknowledge_alarm,ALM-4874,980,CG-0059,LLDP-MED voice VLAN misconfiguration
NMS-0234,ENG-016,2026-03-05T12:40:08.234Z,Cisco Prime,run_diagnostic,,7600,CG-0059,Show lldp neighbors detail on voice ports
NMS-0235,ENG-016,2026-03-05T12:44:42.567Z,Cisco Prime,update_config,,5400,CG-0059,Correcting LLDP-MED policy on voice VLANs
NMS-0236,ENG-016,2026-03-05T12:48:18.890Z,ServiceNow,create_ticket,,3200,CG-0059,Voice VLAN config change ticket
NMS-0237,ENG-017,2026-03-05T13:52:45.123Z,SolarWinds,acknowledge_alarm,ALM-4875,1100,CG-0060,Routing loop detected via traceroute probe
NMS-0238,ENG-017,2026-03-05T13:54:28.456Z,Cisco Prime,run_diagnostic,,9800,CG-0060,Traceroute and show ip route on loop path
NMS-0239,ENG-017,2026-03-05T13:59:02.789Z,Cisco Prime,update_config,,6200,CG-0060,Correcting static route causing loop
NMS-0240,ENG-017,2026-03-05T14:03:35.012Z,ServiceNow,create_ticket,,3800,CG-0060,Route remediation with change documentation
NMS-0241,ENG-001,2026-03-05T15:12:18.345Z,SolarWinds,acknowledge_alarm,ALM-4876,1150,CG-0061,GPON OLT upstream laser degradation
NMS-0242,ENG-001,2026-03-05T15:14:55.678Z,SolarWinds,view_device_detail,,4200,CG-0061,Checking OLT port rx power levels
NMS-0243,ENG-001,2026-03-05T15:18:28.901Z,ServiceNow,create_ticket,,3400,CG-0061,GPON maintenance ticket with optics data
NMS-0244,ENG-002,2026-03-05T16:25:05.234Z,NetCool,acknowledge_alarm,ALM-4877,1020,CG-0062,Ethernet ring protection switch event
NMS-0245,ENG-002,2026-03-05T16:27:38.567Z,Cisco Prime,view_topology,,5000,CG-0062,Checking ERPS ring state on all nodes
NMS-0246,ENG-002,2026-03-05T16:31:12.890Z,Cisco Prime,run_diagnostic,,10400,CG-0062,Show erps and ring status commands
NMS-0247,ENG-002,2026-03-05T16:35:48.123Z,ServiceNow,create_ticket,,3600,CG-0062,Ring protection event investigation ticket
NMS-0248,ENG-003,2026-03-05T17:42:22.456Z,SolarWinds,acknowledge_alarm,ALM-4878,980,CG-0063,Interface error rate exceeding baseline
NMS-0249,ENG-003,2026-03-05T17:44:08.789Z,Cisco Prime,run_diagnostic,,8200,CG-0063,Show interface counters and error stats
NMS-0250,ENG-003,2026-03-05T17:48:42.012Z,ServiceNow,create_ticket,,2800,CG-0063,Interface investigation ticket with counters
NMS-0251,ENG-004,2026-03-05T18:55:18.345Z,Splunk,search_logs,,14400,CG-0064,Analyzing failed login patterns across devices
NMS-0252,ENG-004,2026-03-05T19:00:55.678Z,Fortinet,view_logs,,7200,CG-0064,Correlating with VPN and remote access logs
NMS-0253,ENG-004,2026-03-05T19:05:28.901Z,ServiceNow,create_ticket,,4800,CG-0064,Access security review ticket
NMS-0254,ENG-005,2026-03-05T20:12:42.234Z,SolarWinds,acknowledge_alarm,ALM-4879,1080,CG-0065,Wireless controller AP disassociation
NMS-0255,ENG-005,2026-03-05T20:14:28.567Z,Cisco Prime,view_device_detail,,3600,CG-0065,Checking WLC and AP join status
NMS-0256,ENG-005,2026-03-05T20:18:05.890Z,ServiceNow,create_ticket,,2600,CG-0065,AP connectivity investigation ticket
NMS-0257,ENG-006,2026-03-06T06:05:32.123Z,SolarWinds,view_dashboard,,2400,,Morning composite health check
NMS-0258,ENG-006,2026-03-06T06:09:08.456Z,MRTG,view_utilization,,3800,CG-0066,Pre-business-hours utilization check
NMS-0259,ENG-006,2026-03-06T06:12:42.789Z,SolarWinds,acknowledge_alarm,ALM-4880,1000,CG-0066,Peak hour traffic threshold pre-warning
NMS-0260,ENG-006,2026-03-06T06:16:18.012Z,ServiceNow,create_ticket,,2600,CG-0066,Proactive capacity alert ticket
NMS-0261,ENG-011,2026-03-06T07:28:55.345Z,SolarWinds,acknowledge_alarm,ALM-4881,1120,CG-0067,SD-WAN overlay tunnel degradation
NMS-0262,ENG-011,2026-03-06T07:31:28.678Z,Cisco Prime,run_diagnostic,,10800,CG-0067,SD-WAN tunnel stats and path quality
NMS-0263,ENG-011,2026-03-06T07:36:05.901Z,ServiceNow,create_ticket,,3400,CG-0067,SD-WAN performance investigation ticket
NMS-0264,ENG-012,2026-03-06T08:45:32.234Z,SolarWinds,acknowledge_alarm,ALM-4882,920,CG-0068,NetFlow collector storage nearing capacity
NMS-0265,ENG-012,2026-03-06T08:47:18.567Z,SolarWinds,view_device_detail,,3200,CG-0068,Checking NetFlow collector disk and retention
NMS-0266,ENG-012,2026-03-06T08:50:55.890Z,ServiceNow,create_ticket,,2400,CG-0068,Storage expansion request for NetFlow
NMS-0267,ENG-013,2026-03-06T10:02:18.123Z,Ciena MCP,view_performance,,5600,CG-0069,Routine DWDM performance trending
NMS-0268,ENG-013,2026-03-06T10:06:55.456Z,SolarWinds,acknowledge_alarm,ALM-4883,1000,CG-0069,Raman amplifier pump laser degradation
NMS-0269,ENG-013,2026-03-06T10:10:28.789Z,Ciena MCP,run_diagnostic,,13200,CG-0069,Raman pump power and gain measurements
NMS-0270,ENG-013,2026-03-06T10:15:05.012Z,ServiceNow,create_ticket,,4600,CG-0069,Raman amplifier replacement ticket
NMS-0271,ENG-014,2026-03-06T11:22:38.345Z,SolarWinds,acknowledge_alarm,ALM-4884,1060,CG-0070,SSL VPN concentrator CPU spike
NMS-0272,ENG-014,2026-03-06T11:24:22.678Z,Cisco Prime,run_diagnostic,,7800,CG-0070,Show crypto session and CPU utilization
NMS-0273,ENG-014,2026-03-06T11:28:58.901Z,ServiceNow,create_ticket,,3000,CG-0070,VPN concentrator performance ticket
NMS-0274,ENG-016,2026-03-06T12:35:12.234Z,SolarWinds,acknowledge_alarm,ALM-4885,980,CG-0071,802.1X supplicant failure on campus port
NMS-0275,ENG-016,2026-03-06T12:37:48.567Z,Cisco Prime,run_diagnostic,,8600,CG-0071,Show authentication sessions on switch
NMS-0276,ENG-016,2026-03-06T12:42:22.890Z,ServiceNow,create_ticket,,2800,CG-0071,NAC troubleshooting ticket
NMS-0277,ENG-017,2026-03-06T13:48:55.123Z,SolarWinds,acknowledge_alarm,ALM-4886,1100,CG-0072,BGP route leak from customer PE
NMS-0278,ENG-017,2026-03-06T13:51:28.456Z,Cisco Prime,run_diagnostic,,10200,CG-0072,Show ip bgp and route-map on PE-CE session
NMS-0279,ENG-017,2026-03-06T13:56:02.789Z,Cisco Prime,update_config,,6400,CG-0072,Applying route-map fix to prevent leak
NMS-0280,ENG-017,2026-03-06T14:00:38.012Z,ServiceNow,create_ticket,,4200,CG-0072,BGP route leak remediation change ticket
NMS-0281,ENG-001,2026-03-06T15:08:15.345Z,SolarWinds,view_dashboard,,2200,,Afternoon transition dashboard scan
NMS-0282,ENG-001,2026-03-06T15:11:48.678Z,SolarWinds,acknowledge_alarm,ALM-4887,1080,CG-0073,SONET AIS alarm on legacy SDH ring
NMS-0283,ENG-001,2026-03-06T15:14:22.901Z,SolarWinds,view_device_detail,,4000,CG-0073,Checking ADM status and ring protection
NMS-0284,ENG-001,2026-03-06T15:18:58.234Z,ServiceNow,create_ticket,,3600,CG-0073,Legacy SDH ring alarm investigation
NMS-0285,ENG-002,2026-03-06T16:25:32.567Z,SolarWinds,acknowledge_alarm,ALM-4888,1020,CG-0074,IPv6 ND cache exhaustion on gateway
NMS-0286,ENG-002,2026-03-06T16:27:18.890Z,Cisco Prime,run_diagnostic,,8800,CG-0074,Show ipv6 neighbors and cache stats
NMS-0287,ENG-002,2026-03-06T16:31:55.123Z,Cisco Prime,update_config,,5600,CG-0074,Tuning ND cache limits and timers
NMS-0288,ENG-002,2026-03-06T16:35:28.456Z,ServiceNow,create_ticket,,3200,CG-0074,IPv6 ND remediation change ticket
NMS-0289,ENG-003,2026-03-06T17:42:05.789Z,SolarWinds,acknowledge_alarm,ALM-4889,1150,CG-0075,Fiber polarization mode dispersion alarm
NMS-0290,ENG-003,2026-03-06T17:44:42.012Z,Ciena MCP,run_diagnostic,,11800,CG-0075,PMD measurement and fiber health analysis
NMS-0291,ENG-003,2026-03-06T17:49:18.345Z,ServiceNow,create_ticket,,4000,CG-0075,Fiber path remediation ticket with PMD data
NMS-0292,ENG-004,2026-03-06T18:55:42.678Z,Splunk,search_logs,,16800,CG-0076,Weekly threat intelligence report generation
NMS-0293,ENG-004,2026-03-06T19:02:18.901Z,Fortinet,view_logs,,8400,CG-0076,Aggregating firewall block stats for report
NMS-0294,ENG-004,2026-03-06T19:07:55.234Z,ServiceNow,update_ticket,,5600,CG-0076,Uploading weekly threat report to incident mgmt
NMS-0295,ENG-005,2026-03-06T20:15:08.567Z,SolarWinds,acknowledge_alarm,ALM-4890,1000,CG-0077,PoE midspan device failure on floor 3
NMS-0296,ENG-005,2026-03-06T20:17:42.890Z,SolarWinds,view_device_detail,,3400,CG-0077,Checking affected ports and device inventory
NMS-0297,ENG-005,2026-03-06T20:21:18.123Z,ServiceNow,create_ticket,,2600,CG-0077,PoE midspan replacement dispatch ticket
NMS-0298,ENG-011,2026-03-07T06:12:42.456Z,SolarWinds,view_dashboard,,2500,,Weekend morning check
NMS-0299,ENG-011,2026-03-07T06:16:18.789Z,SolarWinds,acknowledge_alarm,ALM-4891,1050,CG-0078,OSPF SPF computation spike
NMS-0300,ENG-011,2026-03-07T06:19:55.012Z,Cisco Prime,run_diagnostic,,9200,CG-0078,Show ip ospf spf-data and topology changes
NMS-0301,ENG-011,2026-03-07T06:24:28.345Z,ServiceNow,create_ticket,,3200,CG-0078,OSPF stability investigation ticket
NMS-0302,ENG-012,2026-03-07T07:32:55.678Z,SolarWinds,acknowledge_alarm,ALM-4892,920,CG-0079,NTP stratum drift beyond threshold
NMS-0303,ENG-012,2026-03-07T07:34:38.901Z,Cisco Prime,run_diagnostic,,6400,CG-0079,Show ntp status on affected devices
NMS-0304,ENG-012,2026-03-07T07:38:12.234Z,ServiceNow,create_ticket,,2400,CG-0079,NTP synchronization remediation ticket
NMS-0305,ENG-013,2026-03-07T08:45:38.567Z,Ciena MCP,view_performance,,5400,CG-0080,Weekend optical network spot check
NMS-0306,ENG-013,2026-03-07T08:50:12.890Z,SolarWinds,acknowledge_alarm,ALM-4893,1000,CG-0080,WSS port power imbalance on ROADM
NMS-0307,ENG-013,2026-03-07T08:53:48.123Z,Ciena MCP,run_diagnostic,,12400,CG-0080,WSS calibration and port power check
NMS-0308,ENG-013,2026-03-07T08:58:22.456Z,ServiceNow,create_ticket,,4000,CG-0080,ROADM WSS maintenance ticket
NMS-0309,ENG-014,2026-03-07T10:05:55.789Z,SolarWinds,acknowledge_alarm,ALM-4894,1080,CG-0081,RADIUS accounting timeout
NMS-0310,ENG-014,2026-03-07T10:08:28.012Z,Cisco Prime,run_diagnostic,,7400,CG-0081,RADIUS accounting and server connectivity
NMS-0311,ENG-014,2026-03-07T10:12:05.345Z,ServiceNow,create_ticket,,2800,CG-0081,AAA accounting server ticket
NMS-0312,ENG-016,2026-03-07T11:18:38.678Z,SolarWinds,acknowledge_alarm,ALM-4895,950,CG-0082,MACsec session failure on uplink
NMS-0313,ENG-016,2026-03-07T11:20:22.901Z,Cisco Prime,run_diagnostic,,9600,CG-0082,Show macsec status on affected interfaces
NMS-0314,ENG-016,2026-03-07T11:25:58.234Z,ServiceNow,create_ticket,,3400,CG-0082,MACsec re-keying investigation ticket
NMS-0315,ENG-017,2026-03-07T12:32:12.567Z,SolarWinds,acknowledge_alarm,ALM-4896,1100,CG-0083,PIM RP failure on multicast domain
NMS-0316,ENG-017,2026-03-07T12:34:48.890Z,Cisco Prime,run_diagnostic,,10600,CG-0083,Show ip pim rp-hash and BSR status
NMS-0317,ENG-017,2026-03-07T12:39:22.123Z,ServiceNow,create_ticket,,3600,CG-0083,Multicast RP failover investigation ticket
NMS-0318,ENG-001,2026-03-07T13:45:55.456Z,SolarWinds,acknowledge_alarm,ALM-4897,1020,CG-0084,Dark fiber rental path loss increase
NMS-0319,ENG-001,2026-03-07T13:48:28.789Z,Ciena MCP,view_performance,,5200,CG-0084,Checking dark fiber span loss values
NMS-0320,ENG-001,2026-03-07T13:52:05.012Z,ServiceNow,create_ticket,,3800,CG-0084,Vendor ticket for dark fiber maintenance
NMS-0321,ENG-002,2026-03-07T14:58:32.345Z,SolarWinds,acknowledge_alarm,ALM-4898,1060,CG-0085,VPLS MAC withdrawal event on PE
NMS-0322,ENG-002,2026-03-07T15:01:08.678Z,Cisco Prime,run_diagnostic,,9400,CG-0085,Show l2vpn vpls and MAC table on PEs
NMS-0323,ENG-002,2026-03-07T15:05:42.901Z,ServiceNow,create_ticket,,3400,CG-0085,VPLS service restoration ticket
NMS-0324,ENG-003,2026-03-07T16:12:18.234Z,SolarWinds,acknowledge_alarm,ALM-4899,980,CG-0086,SFP+ DOM rx power low on trunk
NMS-0325,ENG-003,2026-03-07T16:14:55.567Z,SolarWinds,view_device_detail,,3600,CG-0086,Checking SFP DOM readings and spare inv
NMS-0326,ENG-003,2026-03-07T16:18:28.890Z,ServiceNow,create_ticket,,2600,CG-0086,SFP replacement ticket with DOM data
NMS-0327,ENG-004,2026-03-07T17:25:42.123Z,Splunk,search_logs,,15600,CG-0087,End-of-week security log digest
NMS-0328,ENG-004,2026-03-07T17:32:18.456Z,Fortinet,view_logs,,8800,CG-0087,Compiling firewall summary for SOC report
NMS-0329,ENG-004,2026-03-07T17:37:55.789Z,ServiceNow,update_ticket,,5200,CG-0087,Weekly SOC digest uploaded to platform
NMS-0330,ENG-005,2026-03-07T18:42:22.012Z,SolarWinds,acknowledge_alarm,ALM-4900,1100,CG-0088,Power PDU branch circuit overload
NMS-0331,ENG-005,2026-03-07T18:44:58.345Z,SolarWinds,view_device_detail,,3800,CG-0088,Checking PDU per-outlet power readings
NMS-0332,ENG-005,2026-03-07T18:48:32.678Z,ServiceNow,create_ticket,,3200,CG-0088,PDU load rebalancing dispatch ticket
NMS-0333,ENG-006,2026-03-07T19:55:05.901Z,MRTG,view_utilization,,4000,CG-0089,Weekly utilization trend export
NMS-0334,ENG-006,2026-03-07T19:59:42.234Z,MRTG,export_report,,6400,CG-0089,Generating weekly capacity report bundle
NMS-0335,ENG-006,2026-03-07T20:04:18.567Z,ServiceNow,update_ticket,,4200,CG-0089,Weekly capacity report attached to planning
NMS-0336,ENG-011,2026-03-08T06:08:55.890Z,SolarWinds,view_dashboard,,2300,,Sunday morning minimal health check
NMS-0337,ENG-011,2026-03-08T06:12:28.123Z,SolarWinds,acknowledge_alarm,ALM-4901,1000,CG-0090,MPLS LDP session flap on core PE
NMS-0338,ENG-011,2026-03-08T06:15:05.456Z,Cisco Prime,run_diagnostic,,9800,CG-0090,Show mpls ldp neighbor and discovery
NMS-0339,ENG-011,2026-03-08T06:19:38.789Z,ServiceNow,create_ticket,,3200,CG-0090,LDP session instability investigation
NMS-0340,ENG-012,2026-03-08T07:28:12.012Z,SolarWinds,acknowledge_alarm,ALM-4902,920,CG-0091,Config backup failure on multiple devices
NMS-0341,ENG-012,2026-03-08T07:30:48.345Z,Cisco Prime,run_diagnostic,,6800,CG-0091,Testing SCP/TFTP connectivity to backup srv
NMS-0342,ENG-012,2026-03-08T07:34:22.678Z,ServiceNow,create_ticket,,2400,CG-0091,Config backup infrastructure ticket
NMS-0343,ENG-013,2026-03-08T08:42:55.901Z,SolarWinds,acknowledge_alarm,ALM-4903,1050,CG-0092,Wavelength channel spacing alarm
NMS-0344,ENG-013,2026-03-08T08:45:28.234Z,Ciena MCP,run_diagnostic,,11200,CG-0092,Channel plan verification and grid check
NMS-0345,ENG-013,2026-03-08T08:50:05.567Z,ServiceNow,create_ticket,,3800,CG-0092,DWDM channel plan remediation ticket
NMS-0346,ENG-014,2026-03-08T09:58:32.890Z,SolarWinds,acknowledge_alarm,ALM-4904,1020,CG-0093,IKEv2 tunnel rekey failure on VPN
NMS-0347,ENG-014,2026-03-08T10:01:08.123Z,Cisco Prime,run_diagnostic,,8400,CG-0093,Show crypto ikev2 sa and stats
NMS-0348,ENG-014,2026-03-08T10:05:42.456Z,ServiceNow,create_ticket,,3000,CG-0093,VPN tunnel restoration ticket
NMS-0349,ENG-016,2026-03-08T11:12:18.789Z,SolarWinds,acknowledge_alarm,ALM-4905,960,CG-0094,Wireless rogue AP detection alert
NMS-0350,ENG-016,2026-03-08T11:14:55.012Z,Cisco Prime,run_diagnostic,,9200,CG-0094,WLC rogue AP containment analysis
NMS-0351,ENG-016,2026-03-08T11:19:28.345Z,ServiceNow,create_ticket,,3400,CG-0094,Rogue AP security investigation ticket
NMS-0352,ENG-017,2026-03-08T12:25:55.678Z,SolarWinds,acknowledge_alarm,ALM-4906,1080,CG-0095,eBGP session reset with upstream ISP
NMS-0353,ENG-017,2026-03-08T12:28:28.901Z,Cisco Prime,run_diagnostic,,10400,CG-0095,Show bgp neighbors and prefix counts
NMS-0354,ENG-017,2026-03-08T12:33:05.234Z,ServiceNow,create_ticket,,3800,CG-0095,ISP peering session investigation ticket
NMS-0355,ENG-001,2026-03-08T13:38:32.567Z,SolarWinds,acknowledge_alarm,ALM-4907,1120,CG-0096,GPON splitter ratio mismatch alarm
NMS-0356,ENG-001,2026-03-08T13:41:08.890Z,SolarWinds,view_device_detail,,4000,CG-0096,Checking OLT port configuration and ONT count
NMS-0357,ENG-001,2026-03-08T13:44:42.123Z,ServiceNow,create_ticket,,3200,CG-0096,GPON splitter investigation ticket
NMS-0358,ENG-002,2026-03-08T14:52:18.456Z,SolarWinds,acknowledge_alarm,ALM-4908,1000,CG-0097,LLDP topology mismatch after change
NMS-0359,ENG-002,2026-03-08T14:54:55.789Z,Cisco Prime,view_topology,,4600,CG-0097,Verifying physical vs logical topology
NMS-0360,ENG-002,2026-03-08T14:58:28.012Z,ServiceNow,create_ticket,,2800,CG-0097,Topology documentation update ticket
NMS-0361,ENG-003,2026-03-08T16:05:55.345Z,SolarWinds,acknowledge_alarm,ALM-4909,1080,CG-0098,100G coherent receiver BER alarm
NMS-0362,ENG-003,2026-03-08T16:08:28.678Z,Ciena MCP,view_performance,,5800,CG-0098,Pre-FEC and post-FEC BER trending
NMS-0363,ENG-003,2026-03-08T16:13:05.901Z,Ciena MCP,run_diagnostic,,13600,CG-0098,Full coherent receiver diagnostic
NMS-0364,ENG-003,2026-03-08T16:17:42.234Z,ServiceNow,create_ticket,,4400,CG-0098,Coherent optics replacement ticket
NMS-0365,ENG-004,2026-03-08T17:22:18.567Z,Splunk,search_logs,,12800,CG-0099,Sunday threat hunting session
NMS-0366,ENG-004,2026-03-08T17:28:55.890Z,Fortinet,view_logs,,7600,CG-0099,Weekend attack attempt analysis
NMS-0367,ENG-004,2026-03-08T17:33:28.123Z,ServiceNow,update_ticket,,4800,CG-0099,Threat hunting findings documented
NMS-0368,ENG-005,2026-03-08T18:38:55.456Z,SolarWinds,view_dashboard,,2200,,Evening pre-handoff check
NMS-0369,ENG-005,2026-03-08T18:42:28.789Z,SolarWinds,acknowledge_alarm,ALM-4910,1000,CG-0100,Network time domain reflectometer alert
NMS-0370,ENG-005,2026-03-08T18:45:05.012Z,ServiceNow,create_ticket,,2600,CG-0100,Copper line maintenance ticket
NMS-0371,ENG-006,2026-03-09T06:05:42.345Z,SolarWinds,view_dashboard,,2400,,New week Monday morning check
NMS-0372,ENG-006,2026-03-09T06:09:18.678Z,MRTG,view_utilization,,3800,,Weekend utilization summary review
NMS-0373,ENG-011,2026-03-09T07:15:55.901Z,SolarWinds,acknowledge_alarm,ALM-4911,1100,CG-0101,Segment routing BSID conflict
NMS-0374,ENG-011,2026-03-09T07:18:28.234Z,Cisco Prime,run_diagnostic,,10200,CG-0101,Show segment-routing and BSID allocation
NMS-0375,ENG-011,2026-03-09T07:23:05.567Z,ServiceNow,create_ticket,,3600,CG-0101,SR BSID conflict resolution ticket
NMS-0376,ENG-012,2026-03-09T08:28:32.890Z,SolarWinds,acknowledge_alarm,ALM-4912,950,CG-0102,Syslog collector disk space warning
NMS-0377,ENG-012,2026-03-09T08:30:18.123Z,SolarWinds,view_device_detail,,3200,CG-0102,Checking collector storage and retention
NMS-0378,ENG-012,2026-03-09T08:33:55.456Z,ServiceNow,create_ticket,,2400,CG-0102,Log collector storage expansion ticket
NMS-0379,ENG-013,2026-03-09T09:42:22.789Z,SolarWinds,acknowledge_alarm,ALM-4913,1020,CG-0103,OTN FEC correction rate increase
NMS-0380,ENG-013,2026-03-09T09:44:58.012Z,Ciena MCP,view_performance,,5600,CG-0103,FEC correction bit rate and margin check
NMS-0381,ENG-013,2026-03-09T09:49:32.345Z,ServiceNow,create_ticket,,3400,CG-0103,Proactive optical maintenance ticket
NMS-0382,ENG-014,2026-03-09T10:55:05.678Z,SolarWinds,acknowledge_alarm,ALM-4914,1080,CG-0104,DHCP snooping trust violation
NMS-0383,ENG-014,2026-03-09T10:57:38.901Z,Cisco Prime,run_diagnostic,,7800,CG-0104,Show ip dhcp snooping binding and trust
NMS-0384,ENG-014,2026-03-09T11:01:15.234Z,ServiceNow,create_ticket,,2800,CG-0104,DHCP security investigation ticket
NMS-0385,ENG-016,2026-03-09T12:08:42.567Z,SolarWinds,acknowledge_alarm,ALM-4915,960,CG-0105,Wireless channel utilization high
NMS-0386,ENG-016,2026-03-09T12:10:28.890Z,Cisco Prime,run_diagnostic,,8400,CG-0105,WLC RRM and channel assignment analysis
NMS-0387,ENG-016,2026-03-09T12:14:55.123Z,ServiceNow,create_ticket,,2600,CG-0105,Wireless optimization ticket
NMS-0388,ENG-017,2026-03-09T13:22:18.456Z,SolarWinds,acknowledge_alarm,ALM-4916,1100,CG-0106,BGP community propagation issue
NMS-0389,ENG-017,2026-03-09T13:24:55.789Z,Cisco Prime,run_diagnostic,,9600,CG-0106,Show bgp community and route-map
NMS-0390,ENG-017,2026-03-09T13:29:28.012Z,ServiceNow,create_ticket,,3400,CG-0106,BGP community remediation change ticket
NMS-0391,ENG-001,2026-03-09T14:35:55.345Z,SolarWinds,acknowledge_alarm,ALM-4917,1050,CG-0107,Metro Ethernet ring latency spike
NMS-0392,ENG-001,2026-03-09T14:38:28.678Z,Ciena MCP,view_performance,,5000,CG-0107,Checking MEF service latency and jitter
NMS-0393,ENG-001,2026-03-09T14:42:05.901Z,ServiceNow,create_ticket,,3200,CG-0107,MEF latency investigation ticket
NMS-0394,ENG-002,2026-03-09T15:48:32.234Z,SolarWinds,acknowledge_alarm,ALM-4918,1000,CG-0108,LACP partner timeout on LAG member
NMS-0395,ENG-002,2026-03-09T15:51:08.567Z,Cisco Prime,run_diagnostic,,8200,CG-0108,Show lacp counters and partner info
NMS-0396,ENG-002,2026-03-09T15:55:42.890Z,ServiceNow,create_ticket,,3000,CG-0108,LAG member link investigation ticket
