ticket_id,engineer_id,area_id,ticket_date,ticket_type_id,priority,open_time,close_time,doc_time_min,resolution_code,escalation_count,segment_id,equipment_id,customers_affected,notes
TKT-0121,ENG-001,SA-001,2026-03-14,TT-002,P2,2026-03-14T08:00:00,2026-03-14T13:00:00,45,Hardware Replaced,0,SEG-003,EQ-005,180,OLT card degradation. Proactive replacement during scheduled window.
TKT-0122,ENG-014,SA-010,2026-03-14,TT-009,P3,2026-03-14T14:00:00,2026-03-14T17:00:00,30,Issue Resolved,0,SEG-011,EQ-025,9,Customer IPTV freezing. Multicast replication issue on aggregation. Reconfigured PIM joins.
TKT-0123,ENG-004,SA-003,2026-03-14,TT-008,P4,2026-03-14T10:00:00,2026-03-14T11:30:00,20,Speed Issue Resolved,0,SEG-006,EQ-013,1,Residential customer speed test. ONT defective - replaced.
TKT-0124,ENG-030,SA-009,2026-03-14,TT-015,P1,2026-03-14T23:00:00,2026-03-15T03:00:00,50,Emergency Maintenance Complete,1,SEG-010,EQ-022,0,Zero-day vulnerability patch on core router. Emergency change approved.
TKT-0125,ENG-013,SA-010,2026-03-14,TT-003,P1,2026-03-14T18:00:00,2026-03-15T06:00:00,75,Power Restored,2,SEG-010,EQ-022,5400,Extended utility power outage. Generator ran for 12h. Industrial UPS supplemented.
TKT-0126,ENG-002,SA-001,2026-03-15,TT-005,P3,2026-03-15T08:30:00,2026-03-15T10:00:00,15,Config Corrected,0,SEG-003,EQ-006,2,MTU mismatch on trunk port causing fragmentation for jumbo frame customers.
TKT-0127,ENG-019,SA-002,2026-03-15,TT-014,P4,2026-03-15T08:00:00,2026-03-15T16:00:00,40,PM Complete,0,SEG-003,EQ-008,0,5G cell site quarterly PM. Panel inspection and drive test.
TKT-0128,ENG-012,SA-006,2026-03-15,TT-007,P1,2026-03-15T01:00:00,2026-03-15T06:00:00,80,Breach Contained,2,SEG-007,EQ-049,0,Advanced persistent threat detected on core network. Containment and forensic investigation. External CIRT contacted.
TKT-0129,ENG-021,SA-005,2026-03-15,TT-008,P4,2026-03-15T10:00:00,2026-03-15T11:30:00,20,Speed Issue Resolved,0,SEG-006,EQ-014,1,Customer slow speed. Found water ingress in fiber enclosure. Dried and re-terminated.
TKT-0130,ENG-016,SA-006,2026-03-15,TT-009,P3,2026-03-15T13:00:00,2026-03-15T16:00:00,25,Issue Resolved,0,SEG-009,EQ-019,4,GPON PON port dropping customers intermittently. Replaced OLT SFP module.
TKT-0131,ENG-009,SA-007,2026-03-15,TT-002,P2,2026-03-15T06:00:00,2026-03-15T11:30:00,50,Hardware Replaced,1,SEG-008,EQ-045,290,Aggregation switch control plane processor failure. Replaced supervisor module.
TKT-0132,ENG-017,SA-001,2026-03-15,TT-016,P2,2026-03-15T08:00:00,2026-03-20T17:00:00,230,RCA Complete,0,SEG-007,EQ-049,0,RCA for Mar 15 APT incident. Full forensic timeline, IOC documentation, corrective actions.
TKT-0133,ENG-025,SA-004,2026-03-16,TT-001,P2,2026-03-16T09:00:00,2026-03-16T15:30:00,55,Fiber Repaired,1,SEG-006,EQ-044,720,Underground fiber break at splice point. Excavated and re-spliced.
TKT-0134,ENG-022,SA-009,2026-03-16,TT-011,P3,2026-03-16T22:00:00,2026-03-17T04:00:00,50,Circuit Upgraded,0,SEG-011,EQ-024,0,Data center interconnect upgrade 40G→100G. Optics and policy update.
TKT-0135,ENG-003,SA-001,2026-03-16,TT-013,P3,2026-03-16T01:00:00,2026-03-16T05:00:00,30,Maintenance Complete,0,SEG-002,EQ-003,0,Aggregation switch scheduled maintenance. TCAM optimization and table cleanup.
TKT-0136,ENG-028,SA-015,2026-03-16,TT-008,P4,2026-03-16T10:00:00,2026-03-16T11:30:00,20,Speed Issue Resolved,0,SEG-003,EQ-005,1,Speed issue after thunderstorm. Found damaged drop cable. Replaced.
TKT-0137,ENG-008,SA-003,2026-03-16,TT-002,P2,2026-03-16T04:00:00,2026-03-16T10:00:00,50,Hardware Replaced,1,SEG-005,EQ-011,460,Aggregation switch backplane issue. Replaced chassis. Smooth failover to redundant path.
TKT-0138,ENG-010,SA-008,2026-03-16,TT-005,P3,2026-03-16T11:00:00,2026-03-16T12:30:00,18,Config Corrected,0,SEG-009,EQ-020,5,IGMP version mismatch between OLT and STB. Standardized to IGMPv3.
TKT-0139,ENG-024,SA-001,2026-03-16,TT-017,P3,2026-03-16T09:00:00,2026-03-23T17:00:00,195,Investigation Complete,0,SEG-001,EQ-034,0,Recurring micro-bursts on core links. Identified elephant flows from streaming customer. Applied flow-based ECMP.
TKT-0140,ENG-005,SA-001,2026-03-17,TT-004,P2,2026-03-17T07:00:00,2026-03-18T12:00:00,60,Patch Applied,1,SEG-001,EQ-002,0,IS-IS adjacency timer bug causing SPF storms. Vendor patch applied.
TKT-0141,ENG-018,SA-013,2026-03-17,TT-006,P2,2026-03-17T14:00:00,2026-03-18T18:00:00,55,Capacity Augmented,0,SEG-005,EQ-012,0,Metro ring approaching 90% utilization from new 5G sites. Added 100G member.
TKT-0142,ENG-011,SA-003,2026-03-17,TT-008,P3,2026-03-17T09:00:00,2026-03-17T11:00:00,25,Speed Issue Resolved,0,SEG-006,EQ-013,1,Customer speed issue. Dirty fiber at patch panel in cabinet. Cleaned and tested.
TKT-0143,ENG-007,SA-001,2026-03-17,TT-014,P4,2026-03-17T08:00:00,2026-03-17T16:00:00,45,PM Complete,0,SEG-003,EQ-042,0,OLT quarterly PM. Optics cleaning, power level verification, alarm review.
TKT-0144,ENG-029,SA-004,2026-03-17,TT-012,P3,2026-03-17T22:00:00,2026-03-18T02:00:00,35,Firmware Updated,0,SEG-006,EQ-015,0,CMTS firmware upgrade. All downstream channels resynced cleanly.
TKT-0145,ENG-015,SA-011,2026-03-17,TT-009,P3,2026-03-17T12:00:00,2026-03-17T15:00:00,30,Issue Resolved,0,SEG-012,EQ-046,8,5G customer experiencing handover failures. Adjusted X2 handover parameters between cells.
TKT-0146,ENG-020,SA-014,2026-03-18,TT-002,P2,2026-03-18T05:00:00,2026-03-18T10:00:00,45,Hardware Replaced,1,SEG-012,EQ-047,210,OLT card failure. Replaced. All ONTs re-registered successfully.
TKT-0147,ENG-023,SA-008,2026-03-18,TT-001,P2,2026-03-18T08:00:00,2026-03-18T14:30:00,55,Fiber Repaired,1,SEG-009,EQ-020,580,Aerial fiber break from utility work. Emergency splice repair.
TKT-0148,ENG-006,SA-003,2026-03-18,TT-015,P1,2026-03-18T23:00:00,2026-03-19T03:00:00,45,Emergency Maintenance Complete,1,SEG-004,EQ-009,0,Emergency OS patch for routing vulnerability. Pre-tested in lab.
TKT-0149,ENG-030,SA-010,2026-03-18,TT-005,P4,2026-03-18T10:00:00,2026-03-18T11:30:00,15,Config Corrected,0,SEG-011,EQ-025,3,DSCP marking incorrect on enterprise MPLS VPN. Corrected class-map.
TKT-0150,ENG-013,SA-009,2026-03-18,TT-006,P2,2026-03-18T14:00:00,2026-03-19T18:00:00,55,Capacity Augmented,0,SEG-010,EQ-033,0,DWDM system nearing max capacity. Activated standby flexgrid channels.
TKT-0151,ENG-002,SA-001,2026-03-18,TT-009,P3,2026-03-18T11:00:00,2026-03-18T14:00:00,28,Issue Resolved,0,SEG-003,EQ-005,4,Multiple customer drops. Identified failing power feed to OLT shelf. Switched to backup.
TKT-0152,ENG-027,SA-012,2026-03-18,TT-014,P4,2026-03-18T08:00:00,2026-03-18T16:00:00,40,PM Complete,0,SEG-012,EQ-029,0,5G cell site PM. Tower inspection, grounding test, interference scan.
TKT-0153,ENG-012,SA-006,2026-03-19,TT-004,P2,2026-03-19T09:00:00,2026-03-20T10:00:00,55,Patch Applied,1,SEG-007,EQ-017,0,Core router OSPF convergence issue after link failure. Timer optimization patch applied.
TKT-0154,ENG-016,SA-007,2026-03-19,TT-008,P4,2026-03-19T13:00:00,2026-03-19T14:30:00,20,Speed Issue Resolved,0,SEG-009,EQ-019,1,Customer streaming issues. Found crosstalk on copper segment. Rerouted to fiber.
TKT-0155,ENG-001,SA-001,2026-03-19,TT-002,P2,2026-03-19T06:00:00,2026-03-19T11:30:00,50,Hardware Replaced,1,SEG-003,EQ-006,350,OLT power supply failure. Battery bridge held. Replaced PSU module.
TKT-0156,ENG-014,SA-010,2026-03-19,TT-010,P3,2026-03-19T10:00:00,2026-03-22T16:00:00,85,Circuit Provisioned,0,SEG-012,EQ-025,0,New enterprise 100G wavelength service. DWDM mux/demux install and activation.
TKT-0157,ENG-019,SA-002,2026-03-19,TT-001,P3,2026-03-19T15:00:00,2026-03-19T20:00:00,40,Fiber Repaired,0,SEG-003,EQ-008,95,Customer drop fiber cut by landscaper. Re-terminated and tested.
TKT-0158,ENG-004,SA-003,2026-03-20,TT-013,P3,2026-03-20T01:00:00,2026-03-20T05:00:00,30,Maintenance Complete,0,SEG-005,EQ-011,0,Aggregation switch scheduled maintenance. TCAM and ACL optimization.
TKT-0159,ENG-021,SA-005,2026-03-20,TT-002,P2,2026-03-20T04:30:00,2026-03-20T10:00:00,50,Hardware Replaced,1,SEG-006,EQ-043,320,5G radio unit complete failure. Replaced RU and recalibrated sector.
TKT-0160,ENG-009,SA-007,2026-03-20,TT-005,P3,2026-03-20T09:00:00,2026-03-20T10:30:00,18,Config Corrected,0,SEG-007,EQ-017,2,MPLS label allocation mismatch. Corrected LDP targeted session config.
TKT-0161,ENG-026,SA-006,2026-03-20,TT-009,P3,2026-03-20T10:30:00,2026-03-20T13:00:00,28,Issue Resolved,0,SEG-008,EQ-018,6,Enterprise customer VPN connectivity issues. BFD timers too aggressive. Tuned.
TKT-0162,ENG-017,SA-015,2026-03-20,TT-016,P2,2026-03-20T08:00:00,2026-03-25T17:00:00,200,RCA Complete,0,SEG-001,EQ-001,0,Q1 consolidated RCA report for NE region. 5 major incidents documented.
TKT-0163,ENG-025,SA-004,2026-03-20,TT-008,P4,2026-03-20T11:00:00,2026-03-20T12:30:00,22,Speed Issue Resolved,0,SEG-006,EQ-013,1,Customer slow download. Found partially unplugged fiber jumper at FDH. Reseated.
TKT-0164,ENG-022,SA-009,2026-03-20,TT-012,P3,2026-03-20T22:00:00,2026-03-21T02:00:00,40,Firmware Updated,0,SEG-011,EQ-024,0,Aggregation switch firmware update for EVPN optimization.
TKT-0165,ENG-028,SA-001,2026-03-20,TT-014,P4,2026-03-20T08:00:00,2026-03-20T16:00:00,42,PM Complete,0,SEG-003,EQ-005,0,OLT quarterly PM. Optics inspection and alarm threshold review.
TKT-0166,ENG-003,SA-002,2026-03-21,TT-002,P3,2026-03-21T07:00:00,2026-03-21T11:00:00,35,Hardware Replaced,0,SEG-002,EQ-041,0,Rectifier alarm. Battery backup low. Replaced failing module.
TKT-0167,ENG-008,SA-005,2026-03-21,TT-001,P2,2026-03-21T05:00:00,2026-03-21T12:00:00,60,Fiber Repaired,1,SEG-006,EQ-014,1450,Trunk fiber damage from construction activity. Multiple re-splices required.
TKT-0168,ENG-010,SA-008,2026-03-21,TT-006,P2,2026-03-21T14:00:00,2026-03-22T18:00:00,50,Capacity Augmented,0,SEG-009,EQ-020,0,PON splitting ratio at max. Deployed additional OLT card to serve area growth.
TKT-0169,ENG-024,SA-001,2026-03-21,TT-004,P3,2026-03-21T10:00:00,2026-03-22T10:00:00,40,Patch Applied,0,SEG-001,EQ-034,0,Firewall rule optimization causing session table overflow under DDoS. Applied filter update.
TKT-0170,ENG-011,SA-003,2026-03-21,TT-005,P4,2026-03-21T09:00:00,2026-03-21T10:00:00,12,Config Corrected,0,SEG-006,EQ-013,1,Port security MAC limit reached. Increased allowed MACs for business customer.
TKT-0171,ENG-029,SA-013,2026-03-21,TT-011,P3,2026-03-21T22:00:00,2026-03-22T04:00:00,45,Circuit Upgraded,0,SEG-004,EQ-009,0,Enterprise BGP transit upgrade. Added full routing table capability.
TKT-0172,ENG-005,SA-001,2026-03-21,TT-018,P2,2026-03-21T12:00:00,2026-03-23T12:00:00,70,Vendor Resolved,1,SEG-001,EQ-030,0,Ciena DWDM optical supervision channel failure. Vendor field service dispatched.
TKT-0173,ENG-015,SA-011,2026-03-22,TT-001,P2,2026-03-22T06:00:00,2026-03-22T12:30:00,55,Fiber Repaired,1,SEG-012,EQ-029,380,5G fiber backhaul break. Emergency splice restoration.
TKT-0174,ENG-020,SA-014,2026-03-22,TT-008,P4,2026-03-22T10:00:00,2026-03-22T11:30:00,20,Speed Issue Resolved,0,SEG-012,EQ-027,1,Slow speed. Replaced degraded ONT.
TKT-0175,ENG-006,SA-003,2026-03-22,TT-002,P2,2026-03-22T04:00:00,2026-03-22T09:30:00,50,Hardware Replaced,1,SEG-004,EQ-009,1800,Core router line card failure. Redundancy held. Replaced card.
TKT-0176,ENG-018,SA-004,2026-03-22,TT-012,P3,2026-03-22T22:00:00,2026-03-23T02:00:00,40,Firmware Updated,0,SEG-006,EQ-015,0,CMTS security firmware patch. Clean upgrade.
TKT-0177,ENG-023,SA-008,2026-03-22,TT-009,P3,2026-03-22T09:00:00,2026-03-22T12:00:00,30,Issue Resolved,0,SEG-008,EQ-045,8,Enterprise customer packet loss. Found duplex mismatch on handoff port. Corrected.
TKT-0178,ENG-007,SA-001,2026-03-22,TT-013,P3,2026-03-22T01:00:00,2026-03-22T05:00:00,35,Maintenance Complete,0,SEG-003,EQ-005,0,OLT scheduled maintenance. Software update and alarm profile refresh.
TKT-0179,ENG-002,SA-001,2026-03-22,TT-005,P4,2026-03-22T11:00:00,2026-03-22T12:00:00,12,Config Corrected,0,SEG-003,EQ-006,1,Customer VOIP registration failure. SIP ALG interfering. Disabled ALG on ONT.
TKT-0180,ENG-030,SA-009,2026-03-22,TT-002,P2,2026-03-22T06:00:00,2026-03-22T11:00:00,45,Hardware Replaced,1,SEG-010,EQ-023,2200,Core router fan tray failure causing thermal throttling. Replaced immediately.
TKT-0181,ENG-013,SA-010,2026-03-22,TT-006,P2,2026-03-22T14:00:00,2026-03-23T18:00:00,50,Capacity Augmented,0,SEG-010,EQ-033,0,Added DWDM capacity for new streaming CDN customer. Wavelength activation.
TKT-0182,ENG-004,SA-003,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T16:00:00,40,PM Complete,0,SEG-006,EQ-016,0,5G cell site quarterly PM. Drive test, coverage verification, neighbor audit.
TKT-0183,ENG-012,SA-006,2026-03-22,TT-015,P1,2026-03-22T02:00:00,2026-03-22T06:00:00,55,Emergency Maintenance Complete,1,SEG-007,EQ-017,0,Critical BGP vulnerability patch. Emergency window approved.
TKT-0184,ENG-027,SA-012,2026-03-22,TT-001,P3,2026-03-22T13:00:00,2026-03-22T18:00:00,40,Fiber Repaired,0,SEG-012,EQ-046,120,5G cell site fiber backhaul damage. Splice repair at handhole.
TKT-0185,ENG-016,SA-006,2026-03-22,TT-008,P4,2026-03-22T14:00:00,2026-03-22T15:30:00,18,Speed Issue Resolved,0,SEG-009,EQ-019,1,Customer streaming buffering. Replaced aging ONT with WiFi 6E model.
TKT-0186,ENG-001,SA-001,2026-03-22,TT-009,P3,2026-03-22T08:00:00,2026-03-22T11:00:00,25,Issue Resolved,0,SEG-003,EQ-005,3,Customers reporting DNS resolution delays. Recursive DNS overloaded. Added cache server.
TKT-0187,ENG-014,SA-009,2026-03-22,TT-004,P3,2026-03-22T15:00:00,2026-03-23T10:00:00,42,Workaround Applied,0,SEG-011,EQ-024,0,EVPN type-2 route not propagating. Applied workaround. Vendor case opened.
TKT-0188,ENG-009,SA-007,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T16:00:00,45,PM Complete,0,SEG-008,EQ-045,0,Aggregation switch quarterly PM. Optics cleaning, config backup, alarm review.
TKT-0189,ENG-021,SA-005,2026-03-22,TT-010,P3,2026-03-22T10:00:00,2026-03-26T16:00:00,90,Circuit Provisioned,0,SEG-006,EQ-014,0,New enterprise GPON service. Drop fiber build, ONT install, service activation.
TKT-0190,ENG-019,SA-002,2026-03-22,TT-002,P3,2026-03-22T07:00:00,2026-03-22T11:00:00,35,Hardware Replaced,0,SEG-003,EQ-008,65,5G radio unit degraded. Replaced RU. All sectors verified.
TKT-0191,ENG-026,SA-006,2026-03-22,TT-007,P2,2026-03-22T03:00:00,2026-03-22T08:00:00,70,Breach Contained,1,SEG-008,EQ-049,0,Unauthorized access attempt on management plane. Blocked source IPs and rotated credentials.
TKT-0192,ENG-025,SA-004,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T16:00:00,40,PM Complete,0,SEG-006,EQ-043,0,5G cell site PM. Full sector test and optimization.
TKT-0193,ENG-022,SA-009,2026-03-22,TT-005,P3,2026-03-22T09:00:00,2026-03-22T10:30:00,18,Config Corrected,0,SEG-011,EQ-024,4,Storm control threshold too low on access ports. Adjusted to prevent false triggering.
TKT-0194,ENG-028,SA-015,2026-03-22,TT-009,P3,2026-03-22T13:00:00,2026-03-22T16:00:00,30,Issue Resolved,0,SEG-002,EQ-004,7,Aggregation port flapping. Found loose fiber in patch panel. Reseated.
TKT-0195,ENG-003,SA-001,2026-03-22,TT-018,P2,2026-03-22T10:00:00,2026-03-24T10:00:00,60,Vendor Resolved,1,SEG-002,EQ-003,0,Cisco NCS software defect. TAC case. Upgrade to latest train resolved.
TKT-0196,ENG-017,SA-001,2026-03-22,TT-016,P2,2026-03-22T08:00:00,2026-03-27T17:00:00,220,RCA Complete,0,SEG-003,EQ-006,350,RCA for recurring NE access failures. Identified manufacturing batch defect in OLT cards.
TKT-0197,ENG-008,SA-003,2026-03-22,TT-001,P1,2026-03-22T15:00:00,2026-03-22T22:00:00,65,Fiber Repaired,2,SEG-006,EQ-044,2400,Major fiber trunk cut from highway construction. Extended repair with multiple closures.
TKT-0198,ENG-010,SA-008,2026-03-22,TT-012,P3,2026-03-22T22:00:00,2026-03-23T02:00:00,38,Firmware Updated,0,SEG-009,EQ-048,0,CMTS firmware update. Improved upstream scheduling. Clean upgrade.
TKT-0199,ENG-024,SA-001,2026-03-22,TT-003,P1,2026-03-22T20:00:00,2026-03-23T08:00:00,75,Power Restored,2,SEG-002,EQ-041,890,Hub site power event. Generator start delay. Battery bridge held. Rectifier replaced.
TKT-0200,ENG-011,SA-003,2026-03-22,TT-008,P4,2026-03-22T14:30:00,2026-03-22T16:00:00,20,Speed Issue Resolved,0,SEG-006,EQ-013,1,Business customer slow upload. Bandwidth profile asymmetric. Corrected to symmetric.
TKT-0201,ENG-029,SA-013,2026-03-22,TT-002,P2,2026-03-22T05:00:00,2026-03-22T10:30:00,48,Hardware Replaced,1,SEG-004,EQ-010,680,Core router optic degradation. Pre-emptive replacement before failure. Traffic rerouted during swap.
TKT-0202,ENG-005,SA-001,2026-03-22,TT-013,P3,2026-03-22T01:00:00,2026-03-22T05:00:00,32,Maintenance Complete,0,SEG-001,EQ-001,0,Core router quarterly maintenance. Memory housekeeping and process restart.
TKT-0203,ENG-018,SA-013,2026-03-22,TT-011,P3,2026-03-22T22:00:00,2026-03-23T04:00:00,48,Circuit Upgraded,0,SEG-005,EQ-012,0,Enterprise customer metro Ethernet upgrade 10G→100G. Optics and QoS update.
TKT-0204,ENG-023,SA-007,2026-03-22,TT-005,P4,2026-03-22T11:00:00,2026-03-22T12:00:00,12,Config Corrected,0,SEG-009,EQ-019,1,Customer port not forwarding. Port-security violation shutdown. Cleared and adjusted.
TKT-0205,ENG-020,SA-012,2026-03-22,TT-001,P3,2026-03-22T16:00:00,2026-03-22T21:00:00,38,Fiber Repaired,0,SEG-012,EQ-027,110,Customer drop fiber damaged by rodent. Re-terminated in armored conduit.
TKT-0206,ENG-007,SA-001,2026-03-22,TT-011,P3,2026-03-22T22:00:00,2026-03-23T04:00:00,48,Circuit Upgraded,0,SEG-003,EQ-006,0,OLT uplink upgrade to 25G for increased subscriber count.
TKT-0207,ENG-015,SA-011,2026-03-22,TT-002,P2,2026-03-22T07:00:00,2026-03-22T12:00:00,45,Hardware Replaced,1,SEG-012,EQ-028,260,5G BBU failure. Replaced baseband unit. All sectors re-established.
TKT-0208,ENG-006,SA-004,2026-03-22,TT-006,P2,2026-03-22T14:00:00,2026-03-23T12:00:00,52,Capacity Augmented,0,SEG-005,EQ-012,0,Metro ring capacity at 87%. Activated pre-provisioned 100G wavelength.
TKT-0209,ENG-030,SA-010,2026-03-22,TT-004,P2,2026-03-22T08:00:00,2026-03-23T08:00:00,55,Patch Applied,1,SEG-010,EQ-050,0,Firewall session table optimization. Applied vendor patch for connection tracking.
TKT-0210,ENG-002,SA-001,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T12:00:00,35,PM Complete,0,SEG-003,EQ-006,0,OLT quarterly maintenance review and alarm tuning.
TKT-0211,ENG-004,SA-005,2026-03-22,TT-009,P3,2026-03-22T10:00:00,2026-03-22T13:00:00,28,Issue Resolved,0,SEG-006,EQ-014,5,Customer intermittent connectivity. Identified faulty ONT. Replaced.
TKT-0212,ENG-013,SA-010,2026-03-22,TT-015,P1,2026-03-22T22:00:00,2026-03-23T02:00:00,48,Emergency Maintenance Complete,1,SEG-010,EQ-022,0,Critical MPLS vulnerability. Emergency patch on all core routers.
TKT-0213,ENG-016,SA-007,2026-03-22,TT-005,P3,2026-03-22T14:30:00,2026-03-22T16:00:00,15,Config Corrected,0,SEG-009,EQ-019,2,ARP timeout too short on GPON customers. Extended to 4h.
TKT-0214,ENG-009,SA-008,2026-03-22,TT-001,P2,2026-03-22T09:00:00,2026-03-22T15:30:00,55,Fiber Repaired,1,SEG-009,EQ-020,780,Underground fiber damage from waterline repair. Excavation and splice.
TKT-0215,ENG-014,SA-010,2026-03-22,TT-013,P3,2026-03-22T01:00:00,2026-03-22T05:00:00,35,Maintenance Complete,0,SEG-012,EQ-025,0,Aggregation switch quarterly maintenance. TCAM utilization check.
TKT-0216,ENG-019,SA-002,2026-03-22,TT-008,P4,2026-03-22T10:00:00,2026-03-22T11:30:00,18,Speed Issue Resolved,0,SEG-003,EQ-008,1,5G fixed wireless customer poor signal. Adjusted CPE antenna alignment.
TKT-0217,ENG-012,SA-006,2026-03-22,TT-017,P3,2026-03-22T09:00:00,2026-03-29T17:00:00,185,Investigation Complete,0,SEG-008,EQ-049,0,Investigation into recurring unauthorized access attempts. Implemented zero-trust segmentation.
TKT-0218,ENG-021,SA-005,2026-03-22,TT-001,P2,2026-03-22T06:30:00,2026-03-22T13:00:00,58,Fiber Repaired,1,SEG-006,EQ-014,920,Trunk fiber break. Emergency restoration with temporary aerial routing.
TKT-0219,ENG-028,SA-015,2026-03-22,TT-002,P3,2026-03-22T07:00:00,2026-03-22T11:00:00,38,Hardware Replaced,0,SEG-002,EQ-004,0,Proactive replacement of aging aggregation switch SFP showing elevated BER.
TKT-0220,ENG-025,SA-003,2026-03-22,TT-005,P4,2026-03-22T15:00:00,2026-03-22T16:00:00,12,Config Corrected,0,SEG-006,EQ-013,1,Customer IPTV multicast not working. Enabled IGMP on customer-facing VLAN.
TKT-0221,ENG-027,SA-014,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T16:00:00,42,PM Complete,0,SEG-012,EQ-026,0,OLT quarterly PM. Power level verification across all PON ports.
TKT-0222,ENG-022,SA-009,2026-03-22,TT-001,P2,2026-03-22T17:00:00,2026-03-22T23:00:00,52,Fiber Repaired,1,SEG-010,EQ-033,1600,DWDM fiber cut between sites. Emergency splice on metro dark fiber.
TKT-0223,ENG-011,SA-003,2026-03-22,TT-012,P3,2026-03-22T22:00:00,2026-03-23T02:00:00,38,Firmware Updated,0,SEG-005,EQ-011,0,Aggregation switch firmware update for EVPN multicast improvement.
TKT-0224,ENG-010,SA-008,2026-03-22,TT-009,P3,2026-03-22T13:00:00,2026-03-22T16:00:00,28,Issue Resolved,0,SEG-009,EQ-048,6,DOCSIS customers reporting slow speeds during peak. Added US channels.
TKT-0225,ENG-003,SA-001,2026-03-22,TT-006,P2,2026-03-22T14:00:00,2026-03-23T12:00:00,48,Capacity Augmented,0,SEG-002,EQ-003,0,Aggregation ring nearing capacity. Added 100G QSFP28 LAG member.
TKT-0226,ENG-017,SA-015,2026-03-22,TT-017,P3,2026-03-22T09:00:00,2026-03-29T17:00:00,210,Investigation Complete,0,SEG-001,EQ-039,6500,Long-term investigation into NE data center power reliability. Full battery fleet assessment.
TKT-0227,ENG-008,SA-005,2026-03-22,TT-002,P2,2026-03-22T04:30:00,2026-03-22T10:00:00,50,Hardware Replaced,1,SEG-006,EQ-044,280,OLT card failure at SE remote terminal. Replaced card. ONTs re-ranged.
TKT-0228,ENG-026,SA-006,2026-03-22,TT-013,P3,2026-03-22T01:00:00,2026-03-22T05:00:00,30,Maintenance Complete,0,SEG-008,EQ-018,0,Aggregation switch quarterly maintenance. Log cleanup and config archive.
TKT-0229,ENG-029,SA-004,2026-03-22,TT-001,P1,2026-03-22T19:00:00,2026-03-23T03:00:00,72,Fiber Repaired,2,SEG-005,EQ-012,3500,Major metro ring fiber cut. SEP ring protection activated. Emergency splice.
TKT-0230,ENG-024,SA-001,2026-03-22,TT-004,P2,2026-03-22T10:00:00,2026-03-23T10:00:00,55,Patch Applied,1,SEG-001,EQ-034,0,Firewall deep inspection engine memory leak. Hotfix applied.
TKT-0231,ENG-001,SA-001,2026-03-22,TT-005,P3,2026-03-22T16:00:00,2026-03-22T17:00:00,12,Config Corrected,0,SEG-003,EQ-005,2,Customer VLAN tag mismatch after provisioning change. Corrected service profile.
TKT-0232,ENG-018,SA-013,2026-03-22,TT-009,P3,2026-03-22T09:00:00,2026-03-22T12:00:00,28,Issue Resolved,0,SEG-005,EQ-012,4,Enterprise customer reporting jitter. QoS class mismatch on metro ring. Corrected.
TKT-0233,ENG-015,SA-011,2026-03-22,TT-014,P4,2026-03-22T08:00:00,2026-03-22T16:00:00,45,PM Complete,0,SEG-012,EQ-046,0,5G cell site PM. Full sector audit and handover testing.
TKT-0234,ENG-020,SA-014,2026-03-22,TT-005,P4,2026-03-22T14:00:00,2026-03-22T15:00:00,12,Config Corrected,0,SEG-012,EQ-026,1,OLT power-saving mode incorrectly enabled. Disabled for always-on customer.
TKT-0235,ENG-004,SA-003,2026-03-22,TT-008,P3,2026-03-22T09:30:00,2026-03-22T11:30:00,22,Speed Issue Resolved,0,SEG-006,EQ-013,1,Customer speed test failure. Replaced degraded fiber patch cord at FDH.
TKT-0236,ENG-007,SA-001,2026-03-22,TT-002,P3,2026-03-22T12:00:00,2026-03-22T16:00:00,35,Hardware Replaced,0,SEG-003,EQ-042,95,OLT SFP showing pre-failure warnings. Proactively replaced before customer impact.
TKT-0237,ENG-013,SA-009,2026-03-22,TT-018,P2,2026-03-22T11:00:00,2026-03-24T11:00:00,62,Vendor Resolved,1,SEG-010,EQ-033,0,Infinera DWDM amplifier noise floor elevated. Vendor calibration visit scheduled.
TKT-0238,ENG-006,SA-004,2026-03-22,TT-001,P2,2026-03-22T22:00:00,2026-03-23T05:00:00,58,Fiber Repaired,1,SEG-005,EQ-012,1200,Metro ring fiber break at splice enclosure. Emergency splice repair.
TKT-0239,ENG-023,SA-007,2026-03-22,TT-012,P3,2026-03-22T22:00:00,2026-03-23T02:00:00,38,Firmware Updated,0,SEG-007,EQ-017,0,Core router firmware update. Graceful restart verified on all adjacencies.
TKT-0240,ENG-030,SA-010,2026-03-22,TT-005,P4,2026-03-22T09:00:00,2026-03-22T10:00:00,12,Config Corrected,0,SEG-011,EQ-025,2,MAC address table aging timer mismatch. Standardized across ring.
TKT-0241,ENG-005,SA-001,2026-03-22,TT-006,P2,2026-03-22T14:00:00,2026-03-23T14:00:00,52,Capacity Augmented,0,SEG-001,EQ-030,0,DWDM system flex-grid optimization. Reconfigured channels for better spectrum utilization.
