entry_id,producer_id,asset_id,timestamp,field_name,field_value,auto_populated,manual_time_sec
ME-0254,PRD-016,AST-008004,2026-03-04T09:33:45.778Z,genre,Lifestyle,Yes,0
ME-0255,PRD-016,AST-008004,2026-03-04T09:34:30.890Z,runtime,43:15,Yes,0
ME-0256,PRD-016,AST-008004,2026-03-04T09:35:15.112Z,host,Jessica Palmer,No,8
ME-0257,PRD-016,AST-008004,2026-03-04T09:36:30.334Z,synopsis,A dated 1960s ranch gets a sleek mid-century modern transformation,No,45
ME-0258,PRD-013,AST-012006,2026-03-04T11:45:00.556Z,title,Viral Moments - Batch 2026-W10B,Yes,0
ME-0259,PRD-014,AST-012006,2026-03-04T11:45:45.778Z,content_type,Short-form Compilation,No,8
ME-0260,PRD-014,AST-012006,2026-03-04T11:46:30.890Z,platform_target,TikTok;Instagram Reels,No,12
ME-0261,PRD-014,AST-012006,2026-03-04T11:47:15.112Z,clip_count,16,No,10
ME-0262,PRD-014,AST-012006,2026-03-04T11:48:00.334Z,total_runtime,7:30,No,12
ME-0263,PRD-025,AST-012006,2026-03-04T11:49:00.556Z,resolution,1080x1920,Yes,0
ME-0264,PRD-005,AST-007004,2026-03-08T12:15:15.778Z,title,Planet Earth III - S01E04 - Ocean Depths,Yes,0
ME-0265,PRD-005,AST-007004,2026-03-08T12:16:00.890Z,episode_number,S01E04,Yes,0
ME-0266,PRD-005,AST-007004,2026-03-08T12:16:45.112Z,genre,Documentary,Yes,0
ME-0267,PRD-005,AST-007004,2026-03-08T12:17:30.334Z,runtime,50:00,Yes,0
ME-0268,PRD-005,AST-007004,2026-03-08T12:18:15.556Z,content_rating,TV-G,No,5
ME-0269,PRD-005,AST-007004,2026-03-08T12:19:30.778Z,narrator,David Attenborough,No,5
ME-0270,PRD-005,AST-007004,2026-03-08T12:20:45.890Z,synopsis,Journey into the deepest ocean trenches to discover life in perpetual darkness,No,48
ME-0271,PRD-025,AST-007004,2026-03-08T12:22:00.112Z,resolution,7680x4320,Yes,0
ME-0272,PRD-025,AST-007004,2026-03-08T12:22:30.334Z,hdr_format,HDR10+,Yes,0
ME-0273,PRD-004,AST-011004,2026-03-10T12:43:00.556Z,title,Sports Central - 2026-03-10 Pre-Game Special,Yes,0
ME-0274,PRD-004,AST-011004,2026-03-10T12:43:45.778Z,broadcast_date,2026-03-10,No,5
ME-0275,PRD-018,AST-011004,2026-03-10T12:44:30.890Z,segment_count,8,No,8
ME-0276,PRD-018,AST-011004,2026-03-10T12:45:15.112Z,anchor,Brian Thompson,No,5
ME-0277,PRD-004,AST-011004,2026-03-10T12:46:00.334Z,highlights,March Madness Preview;NBA Playoffs,No,15
ME-0278,PRD-025,AST-011004,2026-03-10T12:47:00.556Z,resolution,1920x1080,Yes,0
ME-0279,PRD-025,AST-011004,2026-03-10T12:47:30.778Z,frame_rate,59.94fps,Yes,0
ME-0280,PRD-017,AST-014002,2026-03-08T12:02:45.890Z,title,Toon World - S02E12 - Robot Rescue,Yes,0
ME-0281,PRD-017,AST-014002,2026-03-08T12:03:30.112Z,episode_number,S02E12,Yes,0
ME-0282,PRD-017,AST-014002,2026-03-08T12:04:15.334Z,genre,Animation,Yes,0
ME-0283,PRD-017,AST-014002,2026-03-08T12:05:00.556Z,runtime,22:00,Yes,0
ME-0284,PRD-017,AST-014002,2026-03-08T12:05:45.778Z,content_rating,TV-Y7,No,8
ME-0285,PRD-017,AST-014002,2026-03-08T12:07:00.890Z,synopsis,The Toon Squad must rescue their robot friend from the recycling dimension,No,42
ME-0286,PRD-020,AST-013003,2026-03-07T10:50:15.112Z,title,Daily Deep Dive - Episode 146 - Future of Streaming,Yes,0
ME-0287,PRD-020,AST-013003,2026-03-07T10:51:00.334Z,episode_number,146,Yes,0
ME-0288,PRD-020,AST-013003,2026-03-07T10:51:45.556Z,host,Sandra Kim,No,5
ME-0289,PRD-020,AST-013003,2026-03-07T10:52:30.778Z,guest,Mark Cuban - Media Investor,No,12
ME-0290,PRD-020,AST-013003,2026-03-07T10:53:15.890Z,runtime,45:30,Yes,0
ME-0291,PRD-020,AST-013003,2026-03-07T10:54:30.112Z,description,Where streaming is headed and what it means for content creators,No,40
ME-0292,PRD-020,AST-013003,2026-03-07T10:55:45.334Z,keywords,podcast;streaming;future;creators;investment;media,No,28
ME-0293,PRD-025,AST-010001,2026-03-03T12:52:30.556Z,title,News Hour Live - 2026-03-03 Broadcast,Yes,0
ME-0294,PRD-025,AST-010001,2026-03-03T12:53:15.778Z,broadcast_date,2026-03-03,No,5
ME-0295,PRD-022,AST-010001,2026-03-03T12:53:45.890Z,anchor,Sarah Williams,No,8
ME-0296,PRD-022,AST-010001,2026-03-03T12:54:30.112Z,segment_count,15,No,10
ME-0297,PRD-025,AST-010001,2026-03-03T12:55:15.334Z,runtime,60:00,Yes,0
ME-0298,PRD-022,AST-010001,2026-03-03T12:56:00.556Z,content_rating,TV-G,No,5
ME-0299,PRD-025,AST-010001,2026-03-03T12:56:45.778Z,resolution,1920x1080,Yes,0
ME-0300,PRD-025,AST-010001,2026-03-03T12:57:15.890Z,frame_rate,59.94fps,Yes,0
ME-0301,PRD-025,AST-010002,2026-03-08T11:25:15.112Z,title,News Hour Live - 2026-03-08 Weekend Special,Yes,0
ME-0302,PRD-022,AST-010002,2026-03-08T11:26:00.334Z,content_rating,TV-G,No,5
ME-0303,PRD-025,AST-010002,2026-03-08T11:26:45.556Z,segment_count,10,No,8
ME-0304,PRD-025,AST-010002,2026-03-08T11:27:30.778Z,runtime,60:00,Yes,0
ME-0305,PRD-025,AST-010002,2026-03-08T11:28:15.890Z,resolution,1920x1080,Yes,0
ME-0306,PRD-022,AST-010003,2026-03-13T11:35:15.112Z,title,News Hour Live - 2026-03-13 Broadcast,Yes,0
ME-0307,PRD-025,AST-010003,2026-03-13T11:36:00.334Z,accessibility_status,Pending Review,No,8
ME-0308,PRD-022,AST-010003,2026-03-13T11:36:45.556Z,closed_captions,In Progress,No,12
ME-0309,PRD-025,AST-010003,2026-03-13T11:37:30.778Z,audio_description,Not Started,No,5
ME-0310,PRD-005,AST-006003,2026-03-06T12:33:00.890Z,title,History Unearthed - S06E03 - Viking Voyages,Yes,0
ME-0311,PRD-005,AST-006003,2026-03-06T12:33:45.112Z,episode_number,S06E03,Yes,0
ME-0312,PRD-005,AST-006003,2026-03-06T12:34:30.334Z,genre,Documentary,Yes,0
ME-0313,PRD-005,AST-006003,2026-03-06T12:35:15.556Z,runtime,48:30,Yes,0
ME-0314,PRD-005,AST-006003,2026-03-06T12:36:00.778Z,content_rating,TV-PG,No,8
ME-0315,PRD-005,AST-006003,2026-03-06T12:37:30.890Z,synopsis,Tracing Viking exploration routes from Scandinavia to North America,No,45
ME-0316,PRD-005,AST-006003,2026-03-06T12:39:00.112Z,keywords,documentary;vikings;exploration;scandinavia;north america;history,No,32
ME-0317,PRD-025,AST-006003,2026-03-06T12:40:00.334Z,resolution,3840x2160,Yes,0
ME-0318,PRD-005,AST-014003,2026-03-13T13:25:15.556Z,title,Toon World - S02E14 - Space Race,Yes,0
ME-0319,PRD-005,AST-014003,2026-03-13T13:26:00.778Z,episode_number,S02E14,Yes,0
ME-0320,PRD-005,AST-014003,2026-03-13T13:26:45.890Z,genre,Animation,Yes,0
ME-0321,PRD-005,AST-014003,2026-03-13T13:27:30.112Z,runtime,22:00,Yes,0
ME-0322,PRD-005,AST-014003,2026-03-13T13:28:15.334Z,content_rating,TV-Y7,No,8
ME-0323,PRD-005,AST-014003,2026-03-13T13:29:30.556Z,synopsis,The Toon Squad enters an intergalactic race with unexpected allies,No,42
ME-0324,PRD-015,AST-005008,2026-03-10T08:42:30.778Z,title,Future Forward - S02E12 - Season Finale,Yes,0
ME-0325,PRD-015,AST-005008,2026-03-10T08:43:15.890Z,episode_number,S02E12,Yes,0
ME-0326,PRD-023,AST-005008,2026-03-10T11:58:30.112Z,vfx_shots_count,68,No,22
ME-0327,PRD-023,AST-005008,2026-03-10T11:59:15.334Z,vfx_completion_pct,65,No,18
ME-0328,PRD-025,AST-005008,2026-03-10T08:44:00.556Z,runtime,65:00,Yes,0
ME-0329,PRD-015,AST-005008,2026-03-10T08:45:30.778Z,synopsis,The epic season finale where all quantum threads converge into a startling revelation,No,60
ME-0330,PRD-025,AST-005008,2026-03-10T08:46:15.890Z,resolution,3840x2160,Yes,0
ME-0331,PRD-025,AST-005008,2026-03-10T08:46:45.112Z,hdr_format,Dolby Vision,Yes,0
ME-0332,PRD-015,AST-005008,2026-03-10T08:48:00.334Z,music_cues,25,No,30
ME-0333,PRD-015,AST-005008,2026-03-10T08:50:15.556Z,sound_effects_count,312,No,40
ME-0334,PRD-025,AST-005008,2026-03-10T08:52:00.778Z,subtitle_languages,English;Spanish;French;German;Japanese;Korean;Portuguese;Chinese,No,28
ME-0335,PRD-001,AST-001011,2026-03-10T08:16:00.890Z,title,The Golden Hour - S03E11 - Into the Storm,Yes,0
ME-0336,PRD-001,AST-001011,2026-03-10T08:16:45.112Z,episode_number,S03E11,Yes,0
ME-0337,PRD-001,AST-001011,2026-03-10T08:17:30.334Z,air_date,2026-05-20,No,12
ME-0338,PRD-025,AST-001011,2026-03-10T08:18:15.556Z,runtime,46:12,Yes,0
ME-0339,PRD-001,AST-001011,2026-03-10T08:19:00.778Z,genre,Drama,Yes,0
ME-0340,PRD-001,AST-001011,2026-03-10T08:20:30.890Z,content_rating,TV-14,No,18
ME-0341,PRD-001,AST-001011,2026-03-10T08:22:00.112Z,director,Sarah Mitchell,No,8
ME-0342,PRD-001,AST-001011,2026-03-10T08:23:30.334Z,synopsis,As the storm intensifies Rivera must protect the one witness who can bring down the cartel,No,55
ME-0343,PRD-001,AST-001011,2026-03-10T08:25:45.556Z,keywords,drama;storm;witness;protection;cartel;danger,No,35
ME-0344,PRD-025,AST-001011,2026-03-10T08:27:00.778Z,resolution,3840x2160,Yes,0
ME-0345,PRD-025,AST-001011,2026-03-10T08:27:30.890Z,codec,ProRes 4444,Yes,0
ME-0346,PRD-001,AST-001011,2026-03-10T08:29:00.112Z,music_cues,18,No,25
ME-0347,PRD-001,AST-001011,2026-03-10T08:30:30.334Z,closed_captions,Pending,No,8
ME-0348,PRD-006,AST-009009,2026-03-11T09:18:30.556Z,title,Secret Lives - S02E08 - Justice,Yes,0
ME-0349,PRD-006,AST-009009,2026-03-11T09:19:15.778Z,episode_number,S02E08,Yes,0
ME-0350,PRD-006,AST-009009,2026-03-11T09:20:00.890Z,genre,True Crime,Yes,0
ME-0351,PRD-006,AST-009009,2026-03-11T09:20:45.112Z,runtime,50:18,Yes,0
ME-0352,PRD-006,AST-009009,2026-03-11T09:21:30.334Z,content_rating,TV-MA,No,15
ME-0353,PRD-006,AST-009009,2026-03-11T09:23:00.556Z,archival_footage_count,26,No,22
ME-0354,PRD-006,AST-009009,2026-03-11T09:24:30.778Z,synopsis,Justice finally arrives as decades of evidence come together in a dramatic courtroom finale,No,58
ME-0355,PRD-006,AST-009009,2026-03-11T09:26:45.890Z,keywords,true crime;justice;courtroom;evidence;finale;verdict,No,32
ME-0356,PRD-002,AST-002013,2026-03-10T08:35:15.112Z,title,Laugh Track - S05E18 - Season Finale,Yes,0
ME-0357,PRD-002,AST-002013,2026-03-10T08:36:00.334Z,episode_number,S05E18,Yes,0
ME-0358,PRD-002,AST-002013,2026-03-10T08:36:45.556Z,genre,Comedy,Yes,0
ME-0359,PRD-002,AST-002013,2026-03-10T08:37:30.778Z,runtime,28:42,Yes,0
ME-0360,PRD-002,AST-002013,2026-03-10T08:38:15.890Z,content_rating,TV-PG,No,12
ME-0361,PRD-002,AST-002013,2026-03-10T08:39:30.112Z,synopsis,The season finale brings all of Jakes gambling chaos to a head with a surprise twist,No,48
ME-0362,PRD-003,AST-003009,2026-03-10T08:42:45.334Z,title,Wilderness Challenge - S04E13 - Grand Finale,Yes,0
ME-0363,PRD-003,AST-003009,2026-03-10T08:43:30.556Z,episode_number,S04E13,Yes,0
ME-0364,PRD-003,AST-003009,2026-03-10T08:44:15.778Z,genre,Reality,Yes,0
ME-0365,PRD-003,AST-003009,2026-03-10T08:45:00.890Z,runtime,60:00,Yes,0
ME-0366,PRD-003,AST-003009,2026-03-10T08:45:45.112Z,content_rating,TV-PG,No,10
ME-0367,PRD-003,AST-003009,2026-03-10T08:47:00.334Z,synopsis,The remaining teams face the ultimate survival challenge to win the grand prize,No,50
ME-0368,PRD-003,AST-003009,2026-03-10T08:48:30.556Z,keywords,reality;finale;survival;grand prize;champion;teams,No,30
ME-0369,PRD-009,AST-004007,2026-03-10T09:20:30.778Z,title,Cold Case Files Revisited - S01E07 - The Missing Heir,Yes,0
ME-0370,PRD-024,AST-004007,2026-03-10T13:45:30.890Z,episode_number,S01E07,Yes,0
ME-0371,PRD-024,AST-004007,2026-03-10T13:46:15.112Z,genre,True Crime,Yes,0
ME-0372,PRD-024,AST-004007,2026-03-10T13:47:00.334Z,runtime,48:40,Yes,0
ME-0373,PRD-024,AST-004007,2026-03-10T13:47:45.556Z,content_rating,TV-MA,No,15
ME-0374,PRD-024,AST-004007,2026-03-10T13:49:00.778Z,synopsis,An inheritance dispute leads to the discovery of a missing heir and a 50-year secret,No,52
ME-0375,PRD-016,AST-008007,2026-03-10T09:28:15.890Z,title,Home Makeover Magic - S03E09 - Coastal Retreat,Yes,0
ME-0376,PRD-016,AST-008007,2026-03-10T09:29:00.112Z,episode_number,S03E09,Yes,0
ME-0377,PRD-016,AST-008007,2026-03-10T09:29:45.334Z,genre,Lifestyle,Yes,0
ME-0378,PRD-016,AST-008007,2026-03-10T09:30:30.556Z,runtime,42:00,Yes,0
ME-0379,PRD-016,AST-008007,2026-03-10T09:31:15.778Z,host,Jessica Palmer,No,8
ME-0380,PRD-016,AST-008007,2026-03-10T09:32:30.890Z,synopsis,A beachfront property transforms into an airy coastal retreat perfect for family living,No,48
ME-0381,PRD-013,AST-012010,2026-03-10T13:20:15.112Z,title,Viral Moments - Batch 2026-W11,Yes,0
ME-0382,PRD-014,AST-012010,2026-03-10T13:52:15.334Z,content_type,Short-form Compilation,No,8
ME-0383,PRD-014,AST-012010,2026-03-10T13:52:45.556Z,platform_target,TikTok;Instagram Reels;YouTube Shorts,No,15
ME-0384,PRD-014,AST-012010,2026-03-10T13:53:30.778Z,clip_count,20,No,10
ME-0385,PRD-014,AST-012010,2026-03-10T13:54:15.890Z,total_runtime,9:45,No,12
ME-0386,PRD-020,AST-013004,2026-03-10T13:00:30.112Z,title,Daily Deep Dive - Episode 148 - Music Rights in 2026,Yes,0
ME-0387,PRD-020,AST-013004,2026-03-10T13:01:15.334Z,episode_number,148,Yes,0
ME-0388,PRD-020,AST-013004,2026-03-10T13:02:00.556Z,host,Sandra Kim,No,5
ME-0389,PRD-020,AST-013004,2026-03-10T13:03:15.778Z,guest,Linda Sparks - Music Rights Attorney,No,15
ME-0390,PRD-020,AST-013004,2026-03-10T13:04:30.890Z,runtime,40:15,Yes,0
ME-0391,PRD-020,AST-013004,2026-03-10T13:05:45.112Z,description,Navigating the complex landscape of music licensing and rights for content production,No,48
ME-0392,PRD-005,AST-007005,2026-03-10T13:38:15.334Z,title,Planet Earth III - S01E05 - Forest Canopy,Yes,0
ME-0393,PRD-005,AST-007005,2026-03-10T13:39:00.556Z,episode_number,S01E05,Yes,0
ME-0394,PRD-005,AST-007005,2026-03-10T13:39:45.778Z,genre,Documentary,Yes,0
ME-0395,PRD-005,AST-007005,2026-03-10T13:40:30.890Z,runtime,50:00,Yes,0
ME-0396,PRD-005,AST-007005,2026-03-10T13:41:15.112Z,content_rating,TV-G,No,5
ME-0397,PRD-005,AST-007005,2026-03-10T13:42:30.334Z,narrator,David Attenborough,No,5
ME-0398,PRD-005,AST-007005,2026-03-10T13:43:45.556Z,synopsis,Exploring the hidden world high above the forest floor in ancient rainforest canopies,No,50
ME-0399,PRD-025,AST-007005,2026-03-10T13:45:00.778Z,resolution,7680x4320,Yes,0
ME-0400,PRD-025,AST-007005,2026-03-10T13:45:30.890Z,hdr_format,HDR10+,Yes,0
ME-0401,PRD-004,AST-011005,2026-03-13T12:30:15.112Z,title,Sports Central - 2026-03-13 March Madness Day 1,Yes,0
ME-0402,PRD-004,AST-011005,2026-03-13T12:31:00.334Z,broadcast_date,2026-03-13,No,5
ME-0403,PRD-018,AST-011005,2026-03-13T12:31:45.556Z,segment_count,16,No,8
ME-0404,PRD-018,AST-011005,2026-03-13T12:32:30.778Z,anchor,Brian Thompson;Maria Santos,No,10
ME-0405,PRD-004,AST-011005,2026-03-13T12:33:15.890Z,highlights,March Madness Round 1;Upsets;Bracket Analysis,No,20
ME-0406,PRD-025,AST-011005,2026-03-13T12:34:00.112Z,resolution,1920x1080,Yes,0
ME-0407,PRD-020,AST-013005,2026-03-13T12:52:45.334Z,title,Daily Deep Dive - Episode 150 - Milestone Episode,Yes,0
ME-0408,PRD-020,AST-013005,2026-03-13T12:53:30.556Z,episode_number,150,Yes,0
ME-0409,PRD-020,AST-013005,2026-03-13T12:54:15.778Z,host,Sandra Kim,No,5
ME-0410,PRD-020,AST-013005,2026-03-13T12:55:00.890Z,runtime,55:00,Yes,0
ME-0411,PRD-020,AST-013005,2026-03-13T12:56:15.112Z,description,Celebrating 150 episodes with a look back at our most impactful conversations,No,42
ME-0412,PRD-001,AST-001012,2026-03-11T08:00:30.334Z,title,The Golden Hour - S03E12 - Finale,Yes,0
ME-0413,PRD-001,AST-001012,2026-03-11T08:01:15.556Z,episode_number,S03E12,Yes,0
ME-0414,PRD-001,AST-001012,2026-03-11T08:02:00.778Z,air_date,2026-05-27,No,12
ME-0415,PRD-025,AST-001012,2026-03-11T08:03:00.890Z,runtime,58:45,Yes,0
ME-0416,PRD-001,AST-001012,2026-03-11T08:04:00.112Z,genre,Drama,Yes,0
ME-0417,PRD-001,AST-001012,2026-03-11T08:05:30.334Z,content_rating,TV-14,No,18
ME-0418,PRD-001,AST-001012,2026-03-11T08:07:00.556Z,director,Sarah Mitchell,No,8
ME-0419,PRD-001,AST-001012,2026-03-11T08:08:30.778Z,synopsis,The explosive season three finale — Rivera faces his greatest test as all threads converge,No,60
ME-0420,PRD-001,AST-001012,2026-03-11T08:10:45.890Z,keywords,drama;finale;season 3;explosive;detective;conclusion,No,38
ME-0421,PRD-025,AST-001012,2026-03-11T08:12:00.112Z,resolution,3840x2160,Yes,0
ME-0422,PRD-025,AST-001012,2026-03-11T08:12:30.334Z,codec,ProRes 4444,Yes,0
ME-0423,PRD-001,AST-001012,2026-03-11T08:14:00.556Z,music_cues,20,No,28
ME-0424,PRD-002,AST-002014,2026-03-11T08:32:30.778Z,title,Laugh Track - S05E19 - Reunion Special,Yes,0
ME-0425,PRD-002,AST-002014,2026-03-11T08:33:15.890Z,episode_number,S05E19,Yes,0
ME-0426,PRD-002,AST-002014,2026-03-11T08:34:00.112Z,genre,Comedy,Yes,0
ME-0427,PRD-002,AST-002014,2026-03-11T08:34:45.334Z,runtime,30:00,Yes,0
ME-0428,PRD-002,AST-002014,2026-03-11T08:35:30.556Z,content_rating,TV-PG,No,12
ME-0429,PRD-002,AST-002014,2026-03-11T08:36:45.778Z,synopsis,A surprise reunion brings back fan favorites for one unforgettable night,No,45
ME-0430,PRD-016,AST-008008,2026-03-11T12:28:45.890Z,title,Home Makeover Magic - S03E10 - Urban Loft,Yes,0
ME-0431,PRD-016,AST-008008,2026-03-11T12:29:30.112Z,episode_number,S03E10,Yes,0
ME-0432,PRD-016,AST-008008,2026-03-11T12:30:15.334Z,genre,Lifestyle,Yes,0
ME-0433,PRD-016,AST-008008,2026-03-11T12:31:00.556Z,runtime,44:00,Yes,0
ME-0434,PRD-016,AST-008008,2026-03-11T12:31:45.778Z,host,Jessica Palmer,No,8
ME-0435,PRD-016,AST-008008,2026-03-11T12:33:00.890Z,synopsis,An abandoned warehouse becomes a stunning urban loft with industrial chic design,No,48
ME-0436,PRD-013,AST-012011,2026-03-11T12:18:15.112Z,title,Viral Moments - Batch 2026-W11B,Yes,0
ME-0437,PRD-014,AST-012011,2026-03-11T12:19:00.334Z,content_type,Short-form Compilation,No,8
ME-0438,PRD-014,AST-012011,2026-03-11T12:19:45.556Z,platform_target,TikTok;YouTube Shorts,No,12
ME-0439,PRD-014,AST-012011,2026-03-11T12:20:30.778Z,clip_count,14,No,10
ME-0440,PRD-014,AST-012011,2026-03-11T12:21:15.890Z,total_runtime,6:45,No,12
ME-0441,PRD-020,AST-013004,2026-03-11T12:52:30.112Z,title,Daily Deep Dive - Episode 149 - Content Overload,Yes,0
ME-0442,PRD-020,AST-013004,2026-03-11T12:53:15.334Z,episode_number,149,Yes,0
ME-0443,PRD-020,AST-013004,2026-03-11T12:54:00.556Z,runtime,38:00,Yes,0
ME-0444,PRD-020,AST-013004,2026-03-11T12:55:15.778Z,description,Managing content overload in a saturated streaming market,No,38
ME-0445,PRD-017,AST-014003,2026-03-13T13:32:45.890Z,title,Toon World - S02E14 - Space Race Delivery,No,10
ME-0446,PRD-017,AST-014003,2026-03-13T13:33:30.112Z,delivery_format,IMF Package,No,8
ME-0447,PRD-017,AST-014003,2026-03-13T13:34:15.334Z,target_platforms,GlobalStream+;KidsFirst Channel,No,12
ME-0448,PRD-005,AST-006004,2026-03-13T13:25:15.556Z,title,History Unearthed - S06E04 - Egyptian Dynasty,Yes,0
ME-0449,PRD-005,AST-006004,2026-03-13T13:26:00.778Z,episode_number,S06E04,Yes,0
ME-0450,PRD-005,AST-006004,2026-03-13T13:26:45.890Z,genre,Documentary,Yes,0
ME-0451,PRD-005,AST-006004,2026-03-13T13:27:30.112Z,runtime,54:00,Yes,0
ME-0452,PRD-005,AST-006004,2026-03-13T13:28:15.334Z,content_rating,TV-PG,No,8
ME-0453,PRD-005,AST-006004,2026-03-13T13:29:30.556Z,synopsis,Unearthing the secrets of a newly discovered Egyptian dynasty that rewrites history,No,52
ME-0454,PRD-025,AST-006004,2026-03-13T13:30:45.778Z,resolution,3840x2160,Yes,0
ME-0455,PRD-025,AST-006004,2026-03-13T13:31:15.890Z,hdr_format,HDR10+,Yes,0
ME-0456,PRD-018,AST-011006,2026-03-16T11:35:30.112Z,title,Sports Central - 2026-03-16 Weekend Wrap,Yes,0
ME-0457,PRD-004,AST-011006,2026-03-16T11:28:15.334Z,broadcast_date,2026-03-16,No,5
ME-0458,PRD-018,AST-011006,2026-03-16T11:36:15.556Z,segment_count,14,No,8
ME-0459,PRD-004,AST-011006,2026-03-16T11:29:00.778Z,highlights,March Madness Upsets;NBA Trade Deadline,No,18
ME-0460,PRD-025,AST-011006,2026-03-16T11:37:00.890Z,resolution,1920x1080,Yes,0
ME-0461,PRD-004,AST-011007,2026-03-18T13:50:15.112Z,title,Sports Central - 2026-03-18 Sweet 16 Preview,Yes,0
ME-0462,PRD-018,AST-011007,2026-03-18T13:58:30.334Z,segment_count,10,No,8
ME-0463,PRD-004,AST-011007,2026-03-18T13:51:00.556Z,broadcast_date,2026-03-18,No,5
ME-0464,PRD-004,AST-011007,2026-03-18T13:52:15.778Z,highlights,Sweet 16 Matchups;Player Profiles;Coach Interviews,No,22
ME-0465,PRD-020,AST-013005,2026-03-15T13:25:15.890Z,title,Daily Deep Dive - Episode 151 - Independent Film,Yes,0
ME-0466,PRD-020,AST-013005,2026-03-15T13:26:00.112Z,episode_number,151,Yes,0
ME-0467,PRD-020,AST-013005,2026-03-15T13:26:45.334Z,guest,Sofia Coppola - Director,No,12
ME-0468,PRD-020,AST-013005,2026-03-15T13:28:00.556Z,runtime,48:30,Yes,0
ME-0469,PRD-020,AST-013005,2026-03-15T13:29:15.778Z,description,The state of independent filmmaking in the streaming era,No,42
ME-0470,PRD-020,AST-013006,2026-03-18T12:52:45.890Z,title,Daily Deep Dive - Episode 153 - VR Content,Yes,0
ME-0471,PRD-020,AST-013006,2026-03-18T12:53:30.112Z,episode_number,153,Yes,0
ME-0472,PRD-020,AST-013006,2026-03-18T12:54:15.334Z,runtime,42:00,Yes,0
ME-0473,PRD-020,AST-013006,2026-03-18T12:55:30.556Z,description,Exploring virtual reality content production and the future of immersive media,No,48
ME-0474,PRD-013,AST-012012,2026-03-15T13:45:45.778Z,title,Viral Moments - Batch 2026-W12,Yes,0
ME-0475,PRD-014,AST-012012,2026-03-16T11:42:15.890Z,content_type,Short-form Compilation,No,8
ME-0476,PRD-014,AST-012012,2026-03-16T11:43:00.112Z,platform_target,TikTok;Instagram Reels;YouTube Shorts,No,15
ME-0477,PRD-014,AST-012012,2026-03-16T11:43:45.334Z,clip_count,24,No,10
ME-0478,PRD-014,AST-012012,2026-03-16T11:44:30.556Z,total_runtime,11:30,No,12
ME-0479,PRD-013,AST-012014,2026-03-18T13:15:15.778Z,title,Viral Moments - Batch 2026-W12B,Yes,0
ME-0480,PRD-014,AST-012014,2026-03-18T13:28:30.890Z,content_type,Short-form Compilation,No,8
ME-0481,PRD-014,AST-012014,2026-03-18T13:29:15.112Z,platform_target,TikTok;Instagram Reels;YouTube Shorts,No,15
ME-0482,PRD-014,AST-012014,2026-03-18T13:30:00.334Z,clip_count,19,No,10
ME-0483,PRD-005,AST-014004,2026-03-18T13:35:15.556Z,title,Toon World - S02E16 - Friendship Day,Yes,0
ME-0484,PRD-005,AST-014004,2026-03-18T13:36:00.778Z,episode_number,S02E16,Yes,0
ME-0485,PRD-005,AST-014004,2026-03-18T13:36:45.890Z,genre,Animation,Yes,0
ME-0486,PRD-005,AST-014004,2026-03-18T13:37:30.112Z,runtime,22:00,Yes,0
ME-0487,PRD-005,AST-014004,2026-03-18T13:38:15.334Z,content_rating,TV-Y7,No,8
ME-0488,PRD-005,AST-014004,2026-03-18T13:39:30.556Z,synopsis,The Toon Squad celebrates Friendship Day with a surprise party that gets out of hand,No,45
ME-0489,PRD-017,AST-006004,2026-03-18T13:42:45.778Z,delivery_format,MXF,No,5
ME-0490,PRD-017,AST-006004,2026-03-18T13:43:30.890Z,target_platforms,DocuWorld;GlobalStream+,No,10
ME-0491,PRD-017,AST-006004,2026-03-18T13:44:15.112Z,file_size_gb,48.5,No,12
ME-0492,PRD-017,AST-006004,2026-03-18T13:45:00.334Z,destination,CDN-Primary,No,8
ME-0493,PRD-001,AST-001016,2026-03-19T08:12:45.556Z,closed_captions,Complete,No,15
ME-0494,PRD-001,AST-001016,2026-03-19T08:14:00.778Z,audio_description,Complete,No,12
ME-0495,PRD-025,AST-001016,2026-03-19T08:15:30.890Z,delivery_status,Ready for Distribution,No,5
ME-0496,PRD-015,AST-005012,2026-03-19T08:18:15.112Z,closed_captions,Complete,No,15
ME-0497,PRD-015,AST-005012,2026-03-19T08:19:30.334Z,audio_description,In Progress,No,10
ME-0498,PRD-025,AST-005012,2026-03-19T08:20:45.556Z,delivery_status,Pending Final QC,No,5
ME-0499,PRD-006,AST-009010,2026-03-19T09:00:30.778Z,closed_captions,Complete,No,15
ME-0500,PRD-025,AST-009010,2026-03-19T09:01:45.890Z,delivery_status,Ready for Distribution,No,5
